,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
302,28-63,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov",72887-80914,"9th,Assoc-voc,Bachelors,HS-grad,Masters,Prof-school",5-15,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Machine-op-inspct,Prof-specialty","Husband,Not-in-family,Own-child,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-2174,0,30-55,"Germany,United-States","<=50k,>50k"
303,20-48,Private,186824-188386,"Assoc-voc,Doctorate,HS-grad,Some-college",9-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-15024,0-1887,25-60,United-States,"<=50k,>50k"
304,23-58,"Federal-gov,Local-gov,Private,Self-emp-not-inc",321171-340148,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Prof-specialty,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0,0-1887,30-50,"Canada,Cuba,Poland,United-States","<=50k,>50k"
305,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
306,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
307,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
308,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
309,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
310,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
311,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
312,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
313,17-61,"Private,Self-emp-inc,State-gov",65324-71195,"11th,Assoc-acdm,Bachelors,HS-grad,Masters,Prof-school",7-15,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Prof-specialty,Sales","Husband,Not-in-family,Own-child",White,"Female,Male",0,0,12-60,United-States,"<=50k,>50k"
314,19-70,Private,103432-108658,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0,24-58,"Haiti,United-States","<=50k,>50k"
315,20-49,"Local-gov,Private,Self-emp-not-inc,State-gov",261192-268234,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv,Sales","Husband,Not-in-family,Own-child,Wife","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,20-50,United-States,"<=50k,>50k"
316,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
317,19-44,"Private,Self-emp-not-inc,State-gov",290521-301606,"Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-7298,0,35-50,United-States,"<=50k,>50k"
318,23-47,"Private,Self-emp-not-inc,State-gov",117963-122272,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Protective-serv,Tech-support","Husband,Own-child,Unmarried,Wife",White,"Female,Male",0-7298,0,16-60,United-States,"<=50k,>50k"
319,23-60,"Private,Self-emp-not-inc",81281-85815,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Prof-specialty,Sales","Husband,Not-in-family,Wife","Asian-Pac-Islander,White","Female,Male",0,0,13-40,United-States,"<=50k,>50k"
320,19-44,"Private,Self-emp-not-inc,State-gov",290521-301606,"Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-7298,0,35-50,United-States,"<=50k,>50k"
321,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
322,19-56,"Private,State-gov",101128-102864,"Assoc-acdm,Assoc-voc,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0,25-50,"Iran,United-States","<=50k,>50k"
323,24-62,Private,155222-159841,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-5178,0,24-42,United-States,"<=50k,>50k"
324,23-47,"Private,Self-emp-not-inc,State-gov",117963-122272,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Protective-serv,Tech-support","Husband,Own-child,Unmarried,Wife",White,"Female,Male",0-7298,0,16-60,United-States,"<=50k,>50k"
325,17-57,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",190942-192262,"1st-4th,9th,Doctorate,HS-grad,Some-college",2-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Armed-Forces,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-1055,0-1902,24-60,United-States,"<=50k,>50k"
326,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
327,23-58,"Federal-gov,Local-gov,Private,Self-emp-not-inc",321171-340148,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Prof-specialty,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0,0-1887,30-50,"Canada,Cuba,Poland,United-States","<=50k,>50k"
328,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
329,27-65,"Local-gov,Private,Self-emp-not-inc",159937-162298,"10th,11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-civ-spouse,Married-spouse-absent,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,Other,White","Female,Male",0,0-2415,6-70,"Jamaica,United-States","<=50k,>50k"
330,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
331,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
332,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
333,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
334,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
335,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
336,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
337,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
338,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
339,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
340,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
341,17-58,"Private,Self-emp-inc,Self-emp-not-inc",209642-213921,"9th,Bachelors,HS-grad,Some-college",5-13,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Black,White","Female,Male",0-15024,0,6-45,"Mexico,United-States","<=50k,>50k"
342,18-71,"Private,Self-emp-not-inc",428030-494223,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Exec-managerial,Handlers-cleaners,Sales","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0-1977,2-65,United-States,"<=50k,>50k"
343,26-47,"Federal-gov,Local-gov,Private,State-gov",184018-186110,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Prof-specialty,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,15-45,"Mexico,United-States","<=50k,>50k"
344,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
345,26-47,"Federal-gov,Local-gov,Private,State-gov",184018-186110,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Prof-specialty,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,15-45,"Mexico,United-States","<=50k,>50k"
346,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
347,27-65,"Local-gov,Private,Self-emp-not-inc",159937-162298,"10th,11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-civ-spouse,Married-spouse-absent,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,Other,White","Female,Male",0,0-2415,6-70,"Jamaica,United-States","<=50k,>50k"
348,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
349,20-49,"Local-gov,Private,Self-emp-not-inc,State-gov",261192-268234,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv,Sales","Husband,Not-in-family,Own-child,Wife","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,20-50,United-States,"<=50k,>50k"
350,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
351,28-63,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov",72887-80914,"9th,Assoc-voc,Bachelors,HS-grad,Masters,Prof-school",5-15,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Machine-op-inspct,Prof-specialty","Husband,Not-in-family,Own-child,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-2174,0,30-55,"Germany,United-States","<=50k,>50k"
352,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
353,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
354,23-56,"Local-gov,Private",214542-220419,"5th-6th,Bachelors,HS-grad",3-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Protective-serv,Tech-support,Transport-moving","Husband,Not-in-family,Wife",White,"Female,Male",0,0-2339,40-56,"Mexico,United-States","<=50k,>50k"
355,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
356,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
357,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
358,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
359,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
360,27-65,"Local-gov,Private,Self-emp-not-inc",159937-162298,"10th,11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-civ-spouse,Married-spouse-absent,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,Other,White","Female,Male",0,0-2415,6-70,"Jamaica,United-States","<=50k,>50k"
361,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
362,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
363,23-56,"Local-gov,Private",214542-220419,"5th-6th,Bachelors,HS-grad",3-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Protective-serv,Tech-support,Transport-moving","Husband,Not-in-family,Wife",White,"Female,Male",0,0-2339,40-56,"Mexico,United-States","<=50k,>50k"
364,19-44,"Private,Self-emp-not-inc,State-gov",290521-301606,"Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-7298,0,35-50,United-States,"<=50k,>50k"
365,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
366,21-50,"Private,Self-emp-not-inc",193884-197200,"11th,7th-8th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",4-12,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0-7688,0-1564,20-50,"Ecuador,United-States","<=50k,>50k"
367,23-44,"Local-gov,Private",114580-116358,"Assoc-acdm,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Tech-support,Transport-moving","Husband,Not-in-family,Own-child","Asian-Pac-Islander,White","Female,Male",0,0-1980,40-70,"Philippines,United-States","<=50k,>50k"
368,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
369,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
370,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
371,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
372,19-70,Private,103432-108658,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0,24-58,"Haiti,United-States","<=50k,>50k"
373,25-59,"Local-gov,Private,State-gov",286370-289980,"7th-8th,Bachelors,HS-grad,Masters,Some-college",4-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0,0,35-45,"Mexico,United-States","<=50k,>50k"
374,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
375,19-66,"Local-gov,Private,Self-emp-not-inc",163003-169469,"7th-8th,Assoc-voc,Bachelors,HS-grad",4-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Asian-Pac-Islander,Other,White","Female,Male",0-1409,0-2179,35-80,"Philippines,Puerto-Rico,United-States",<=50k
376,18-71,"Private,Self-emp-not-inc",428030-494223,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Exec-managerial,Handlers-cleaners,Sales","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0-1977,2-65,United-States,"<=50k,>50k"
377,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
